,TCGA.AB.2856.03A,TCGA.AB.2849.03A,TCGA.AB.2971.03A,TCGA.AB.2930.03A,TCGA.AB.2891.03A,TCGA.AB.2872.03A,TCGA.AB.2851.03A,TCGA.AB.3011.03A,TCGA.AB.2949.03B
ENSG00000019991.14,2179,662,2076,8290,4402,8739,343,2278,2998
ENSG00000019995.6,498,1689,634,790,893,1182,655,878,1395
ENSG00000020129.14,2128,512,624,2106,1422,713,1423,890,834
ENSG00000020181.16,1320,1355,1406,2935,291,582,2465,2690,3742
ENSG00000020219.9,3,8,5,11,10,8,8,15,5
ENSG00000020256.18,556,712,402,944,932,444,552,723,601
ENSG00000020426.9,275,470,277,490,358,542,168,262,489
ENSG00000020577.12,17,55,180,57,54,39,198,12,85
ENSG00000020633.17,1668,500,1132,3103,2648,2908,1584,542,4317
ENSG00000020922.11,1615,4356,2103,3548,2074,1822,1905,2417,3285
ENSG00000021300.12,170,138,173,64,305,191,207,241,134
ENSG00000021355.11,32188,13689,7738,26206,11952,18333,11888,7183,30534
ENSG00000021461.15,2,9,5,3,9,17,2,2,1
ENSG00000021488.11,13,19,23,14,6,28,16,11,14
ENSG00000021574.10,956,2177,1343,1856,1288,1000,1359,988,1546
ENSG00000021645.16,4,49,9,5,5,25,1,11,21
ENSG00000021762.18,6028,1417,6241,4076,1335,12036,4740,4979,2830
ENSG00000021776.9,2223,4327,3305,4084,2954,2782,2794,2327,3561
ENSG00000021826.13,9,18,10,12,19,8,4,3,15
ENSG00000021852.11,0,0,0,0,1,8,0,0,0
ENSG00000022267.15,2607,1417,171,3858,773,262,389,433,3449
ENSG00000022277.11,3391,1284,1455,2760,2162,1362,2510,1380,3060
ENSG00000022355.13,0,2,0,0,4,0,0,0,0
ENSG00000022556.14,32,1292,62,1877,40,295,22,16,313
ENSG00000022567.8,543,593,603,548,220,1804,877,572,684
ENSG00000022840.14,7639,6050,4428,6250,4754,6559,5300,3741,5725
ENSG00000022976.14,616,576,417,853,408,709,419,577,692
ENSG00000023041.10,1567,2267,1534,2710,1747,1284,1796,1355,2423
ENSG00000023171.13,704,2553,1515,356,1942,3682,916,920,2043
ENSG00000023191.15,8194,1025,2794,5655,3119,6781,8538,2464,2927
ENSG00000023228.12,2575,4510,2048,4763,3463,2297,2746,2416,3856
ENSG00000023287.11,1128,6448,3245,3309,2435,2331,2221,2688,4601
ENSG00000023318.7,3106,2133,2509,2801,1925,1486,2907,1494,3643
ENSG00000023330.13,2192,773,1111,2998,1084,6007,1441,1077,894
ENSG00000023445.12,537,2035,1546,698,569,387,1601,388,1156
ENSG00000023516.8,1311,6291,4100,5239,1876,2828,3156,2800,4939
ENSG00000023572.7,170,190,113,220,105,93,133,85,149
ENSG00000023608.4,219,314,221,380,211,323,187,226,259
ENSG00000023697.11,791,984,787,1029,415,526,709,728,1346
ENSG00000023734.9,2561,2234,1665,3339,1204,1192,1946,1603,3222
ENSG00000023839.9,110,207,193,115,147,167,168,343,170
ENSG00000023892.10,4518,2438,2481,4458,3039,2519,4042,2784,3543
ENSG00000023902.12,2491,2823,2353,2956,3120,1118,4796,1069,3670
ENSG00000023909.8,402,1288,362,580,734,378,437,229,470
ENSG00000024048.9,2561,7124,4639,4749,3754,4541,4538,4225,6547
ENSG00000024422.10,295,540,9,22,390,96,264,46,1862
ENSG00000024526.15,264,199,123,859,515,394,46,213,180
ENSG00000024862.15,616,552,502,953,547,389,592,422,945
ENSG00000025039.13,583,3722,401,1056,407,984,639,767,2364
ENSG00000025156.11,363,727,478,722,859,489,347,643,905
ENSG00000025293.14,2020,2223,2242,3273,2834,1906,3147,2226,3092
ENSG00000025423.10,27,30,8,37,15,4,6,11,16
ENSG00000025434.17,888,174,867,439,298,527,936,697,1480
ENSG00000025708.11,5475,287,5106,1582,498,793,8987,461,1360
ENSG00000025770.17,1421,825,933,1637,1526,1102,817,1461,1504
ENSG00000025772.7,1545,553,380,1666,1179,514,738,572,1311
ENSG00000025796.12,2554,5174,2805,4184,3479,3491,2542,2245,5396
ENSG00000025800.12,4022,4781,3270,4637,4079,3379,3630,3224,4175
ENSG00000026025.12,127209,20356,54727,38190,52865,17956,85021,26217,34494
ENSG00000026036.19,359,321,554,458,625,501,413,638,430
ENSG00000026103.18,981,1309,541,624,416,589,1026,503,566
ENSG00000026297.14,3845,2627,3971,2550,4067,3572,3708,4898,3058
ENSG00000026508.15,22220,21745,23910,39714,31955,5249,24529,21821,42598
ENSG00000026559.12,8,2,10,7,5,11,25,25,4
ENSG00000026652.12,905,2716,897,452,148,1396,1278,204,1652
ENSG00000026751.15,345,624,549,473,936,339,253,295,440
ENSG00000026950.15,2435,5107,4043,3162,1743,2316,1596,1155,3725
ENSG00000027001.8,425,182,224,560,319,150,177,265,264
ENSG00000027075.12,1050,4690,947,1324,1911,269,912,422,4901
ENSG00000027644.4,1,15,8,5,10,9,4,43,10
ENSG00000027697.11,3057,1474,3554,2400,6585,2466,6451,767,2939
ENSG00000027847.12,1348,813,1224,1762,1117,2354,1351,1014,1330
ENSG00000027869.10,104,101,169,40,91,42,111,134,236
ENSG00000028116.15,561,1074,814,1055,867,623,747,593,1338
ENSG00000028137.15,9917,469,5442,3202,2341,868,20228,898,3716
ENSG00000028203.16,1103,3592,1519,2635,2181,1032,1288,1782,2854
ENSG00000028277.19,10202,832,7369,5283,8762,513,13737,1237,2986
ENSG00000028310.16,2137,1682,1444,2470,1789,1570,1472,1690,1965
ENSG00000028528.13,4643,4440,4360,6939,4204,5514,4454,3281,6076
ENSG00000028839.8,385,753,340,476,485,338,385,223,526
ENSG00000029153.13,682,132,367,856,55,49,161,276,852
ENSG00000029363.14,4907,9793,9929,10069,7228,6935,6404,10574,13556
ENSG00000029364.10,2697,4501,2699,4244,3109,2804,2970,2135,3790
ENSG00000029534.18,829,4146,184,770,346,1193,181,649,487
ENSG00000029559.6,0,2,1,0,1,2,0,1,0
ENSG00000029639.9,596,476,340,722,427,250,312,326,464
ENSG00000029725.15,2402,2662,2669,4412,2915,3994,2809,2864,3822
ENSG00000029993.13,772,1474,1201,1026,882,692,147,625,658
ENSG00000030066.12,3457,5921,3119,6663,4289,3180,2880,3680,4090
ENSG00000030110.11,1870,284,637,1158,1169,609,1426,615,1244
ENSG00000030304.11,1,6,15,1,0,0,3,0,53
ENSG00000030419.15,79,8251,314,153,674,103,155,120,5024
ENSG00000030582.15,38822,3000,16294,10654,12715,21235,57755,3255,10953
ENSG00000031003.9,2032,2427,3266,4258,2717,3747,3039,3110,4519
ENSG00000031081.9,503,968,528,410,1027,435,1796,79,512
ENSG00000031691.6,139,406,144,338,279,134,155,224,313
ENSG00000031698.11,3045,1833,1478,2035,2016,1459,2720,1247,2021
ENSG00000031823.13,2536,1907,1965,3152,2133,2173,2205,2276,2306
ENSG00000032219.17,2032,4358,2688,3454,2428,3087,2518,2416,3845
ENSG00000032389.11,1325,567,532,1217,1013,668,603,675,876
ENSG00000032444.14,8451,1125,2363,3803,3517,1628,7755,1916,1585
ENSG00000032742.16,708,607,406,528,290,468,329,460,537
ENSG00000033011.10,896,293,317,585,468,387,437,271,340
ENSG00000033030.12,1001,1788,1182,1931,1374,1853,1030,1622,1638
ENSG00000033050.6,3150,1162,1070,2832,2701,1274,1779,1128,1401
ENSG00000033100.13,5318,1733,2446,4470,2546,2783,4379,2949,2539
ENSG00000033122.17,37,153,111,86,107,87,103,95,122
ENSG00000033170.15,402,2124,732,877,1227,675,460,542,1036
ENSG00000033178.11,1365,5279,2225,4521,3049,2898,2007,2113,2736
ENSG00000033327.11,3647,3282,4612,4000,4019,3004,5343,4750,5350
ENSG00000033627.13,3414,1548,2451,1487,1520,1203,5755,1950,1767
ENSG00000033800.12,3100,6316,4619,5712,4448,5311,5421,3435,6658
ENSG00000033867.15,624,6992,5574,2095,1467,593,1297,4607,2846
ENSG00000034053.13,153,218,175,49,151,91,180,87,28
ENSG00000034152.17,5892,1381,1763,2891,2621,2640,4529,1260,2390
ENSG00000034239.9,0,2,0,1,2,16,0,1,1
ENSG00000034510.5,18388,4685,12268,11140,12532,5914,12720,4175,9470
ENSG00000034533.10,302,602,438,606,393,346,386,372,482
ENSG00000034677.10,1380,5357,2502,2972,2257,3285,2344,1512,3882
ENSG00000034693.13,300,685,411,613,546,458,265,309,558
ENSG00000034713.6,1206,1316,1210,1829,999,822,1325,862,2203
ENSG00000034971.13,0,0,1,1,4,2,1,0,0
ENSG00000035115.20,715,1750,1101,2081,683,1537,787,1666,1393
ENSG00000035141.6,1851,1366,1301,2582,1275,1367,1261,1198,2024
ENSG00000035403.15,6491,4740,4475,9190,5876,2686,9539,7347,7929
ENSG00000035499.11,444,758,231,1005,892,409,96,470,334
ENSG00000035664.10,74,134,39,426,59,294,59,25,143
ENSG00000035681.6,3648,4686,3366,4750,2605,3106,2950,3508,6087
ENSG00000035687.9,2013,3165,1849,3394,2750,1653,1856,1545,3062
ENSG00000035720.6,733,112,44,639,544,310,255,121,400
ENSG00000035862.11,9329,5080,3698,6476,3280,6246,10001,3407,5572
ENSG00000035928.13,1872,5849,1855,3178,2985,1414,1323,1890,3449
ENSG00000036054.11,850,1866,1009,1668,1103,1229,1232,914,1453
ENSG00000036257.11,2332,4632,3114,2921,2727,2633,2769,2555,3812
ENSG00000036448.8,202,500,44,128,284,47,73,97,197
ENSG00000036473.6,0,0,1,0,1,0,1,0,0
ENSG00000036530.7,3,68,3,26,25,14,2,13,74
ENSG00000036549.11,1333,3282,2227,3192,2156,2631,2088,2344,3290
ENSG00000036565.13,7,7,8,3,1,2,10,4,4
ENSG00000036672.14,27,142,37,13,11,105,5,48,72
ENSG00000036828.12,2,5,3,2,3,0,0,1,1
ENSG00000037042.8,404,637,102,597,258,133,241,370,487
ENSG00000037241.6,347,109,139,359,321,191,204,192,279
ENSG00000037280.14,74,554,30,11,891,108,15,130,32
ENSG00000037474.13,2762,2666,2079,2953,2472,1460,2415,2199,3310
ENSG00000037637.9,1947,3389,2645,3210,2123,2873,2828,2951,2505
ENSG00000037749.10,262,1056,404,882,562,467,753,339,660
ENSG00000037757.12,2158,806,763,2711,1092,853,1296,1022,1463
ENSG00000037897.15,486,211,279,615,377,362,226,384,373
ENSG00000037965.5,0,23,0,0,0,1,3,1,0
ENSG00000038002.7,636,977,351,945,581,307,577,413,693
ENSG00000038210.12,424,1271,329,656,554,231,338,296,610
ENSG00000038219.11,3908,13735,7397,7644,6933,5787,6595,5364,7107
ENSG00000038274.15,2231,3569,2200,3963,2346,986,2358,1611,3251
ENSG00000038295.6,0,15,2,0,0,0,2,2,0
ENSG00000038358.13,4225,2586,2070,5782,3709,3996,3670,3138,3581
ENSG00000038382.16,3303,226,5053,6418,7864,6939,4985,5321,7335
ENSG00000038427.14,11516,1924,94813,1379,29403,1188,134747,283,13268
ENSG00000038532.13,2421,2911,2054,3626,2522,2015,3091,2576,2749
ENSG00000038945.13,185,61,22,72,220,8,478,1,57
ENSG00000039068.17,18,390,33,144,39,133,40,49,29
ENSG00000039123.14,1986,3574,2314,3925,3180,2629,2324,2103,3716
ENSG00000039139.9,1,15,1,1,1,1,18,0,7
ENSG00000039319.15,609,3930,2147,1737,1161,1889,1807,1600,1793
ENSG00000039523.16,2586,2209,2444,3191,3069,2961,7182,2926,4195
ENSG00000039537.12,0,2,0,0,1,0,1,0,0
ENSG00000039560.12,10,94,13,3,143,56,0,20,42
ENSG00000039600.9,1,8,7,3,4,9,10,3,10
ENSG00000039650.8,1934,744,1312,2161,1071,1878,1612,1495,1185
ENSG00000039987.5,11,35,14,14,18,33,12,25,14
ENSG00000040199.17,203,619,559,390,450,242,345,269,743
ENSG00000040275.15,430,772,397,1125,831,576,235,549,617
ENSG00000040341.16,988,2440,1446,2510,1784,1723,1060,1340,1654
ENSG00000040487.11,1830,340,574,1510,780,754,1034,640,710
ENSG00000040531.13,1781,286,435,1233,929,679,932,577,769
ENSG00000040608.12,212,233,30,903,88,753,450,201,674
ENSG00000040633.11,1400,358,500,1297,1012,602,1061,624,596
ENSG00000040731.9,2,10,24,1,1,0,5,1,2
ENSG00000040933.14,2057,2787,3830,4878,2839,3618,4967,3201,3424
ENSG00000041353.8,450,1371,178,238,1356,23,1682,20,1436
ENSG00000041357.14,3826,2693,2708,4763,3421,1851,2677,1818,4463
ENSG00000041515.14,1,28,52,4,2,11,4,2,4
ENSG00000041802.9,1852,1862,1466,4070,1789,2129,1835,2254,2229
ENSG00000041880.13,766,162,277,508,258,159,590,116,649
ENSG00000041982.13,91,442,260,26,819,304,118,372,148
ENSG00000041988.14,253,157,110,364,214,197,257,270,318
ENSG00000042062.10,605,1070,581,463,611,727,472,721,509
ENSG00000042088.12,1380,703,773,1767,1387,1052,783,866,1164
ENSG00000042286.13,164,83,150,164,60,122,224,55,278
ENSG00000042304.9,0,3,0,0,7,1,0,0,0
ENSG00000042317.15,278,759,296,465,226,295,171,300,439
ENSG00000042429.9,939,2120,1564,1800,1546,908,1163,2028,1617
ENSG00000042445.12,1936,681,598,1949,1218,704,1362,631,1174
ENSG00000042493.14,4364,1260,3239,4340,3287,2368,3607,1649,2781
ENSG00000042753.10,1924,338,464,1365,1054,1010,1219,481,1136
ENSG00000042781.11,10,14,9,8,3,14,7,8,2
ENSG00000042813.6,2,1,2,1,1,0,2,0,4
ENSG00000042832.10,37,31,83,48,54,63,150,92,32
ENSG00000042980.11,1057,395,4091,1344,5619,424,3757,1485,3565
ENSG00000043039.6,1,1,1,1,2,2,0,1,2
ENSG00000043093.12,941,3331,1439,1941,1395,1421,1264,1404,2239
ENSG00000043143.19,3828,2591,2313,5565,3309,2382,4827,3447,4520
ENSG00000043355.9,0,60,3,0,0,0,1,1,1
ENSG00000043462.10,6264,6726,6815,7267,8561,9388,7655,3808,8931
ENSG00000043514.14,665,675,869,725,620,588,526,592,852
ENSG00000043591.5,96,78,43,104,4,3,340,61,1484
ENSG00000044012.3,0,0,0,0,0,0,0,0,0
ENSG00000044090.7,1752,1274,1313,2239,1511,2339,1632,1846,1721
ENSG00000044115.19,3195,656,3515,2931,2924,1960,4189,2071,5975
ENSG00000044446.10,3411,2414,3971,4676,1900,4084,3988,5350,3566
ENSG00000044459.13,562,93,1081,771,324,711,508,612,1149
ENSG00000044524.9,1,7,2,0,2,8,0,2,3
ENSG00000044574.7,13086,5289,7996,15350,11946,15239,11653,9801,13892
ENSG00000046604.11,3,28,163,5,29,20,6,468,2828
ENSG00000046647.12,477,472,385,949,255,538,360,548,662
ENSG00000046651.13,1902,2510,1480,4115,1930,2002,1310,1686,3723
ENSG00000046653.13,257,452,506,1054,212,275,175,193,470
ENSG00000046774.9,0,1,0,0,0,0,0,0,0
ENSG00000046889.17,2,35,5,4,616,26,3,11,6
ENSG00000047056.13,2082,1561,1480,2858,2400,3575,2274,1324,2278
ENSG00000047188.14,1099,2901,1974,2842,1950,2432,1466,1463,2710
ENSG00000047230.13,694,2382,966,1422,589,690,729,1149,1532
ENSG00000047249.15,1475,1244,740,1460,1129,677,1144,889,1428
ENSG00000047315.13,3743,9407,3578,5848,4659,4199,4021,3119,5624
ENSG00000047346.11,659,3787,1789,2227,1737,1960,1257,1519,3148
ENSG00000047365.10,491,3950,715,8160,1141,916,1403,194,3088
ENSG00000047410.12,5901,11753,6857,11694,7985,6889,5838,5226,10620
ENSG00000047457.12,102,559,176,230,692,316,106,184,282
ENSG00000047578.11,1449,817,1460,1777,1042,1460,1941,1513,1271
ENSG00000047579.18,811,847,814,856,821,805,666,913,1043
ENSG00000047597.5,157,1113,54,144,67,360,128,134,82
ENSG00000047617.13,3,8,3,3,1,4,11,11,7
ENSG00000047621.10,570,881,613,1095,357,573,683,421,787
ENSG00000047634.13,30,53,616,10,451,87,225,104,563
ENSG00000047644.16,948,2663,1184,970,229,689,747,2178,1907
ENSG00000047648.20,51,57,39,8,16,25,177,7,11
ENSG00000047662.4,41,146,55,73,87,182,61,93,92
ENSG00000047849.20,5484,5633,4092,8312,7136,5127,6095,4314,6596
ENSG00000047932.12,1111,3887,1520,3631,1482,1895,1699,1382,2453
ENSG00000047936.9,0,11,1,0,21,0,1,0,0
ENSG00000048028.10,640,2051,871,983,1395,701,774,617,974
ENSG00000048052.20,1673,624,2913,4044,3031,94,1828,401,1178
ENSG00000048140.16,1120,680,557,1003,712,609,818,620,1119
ENSG00000048162.18,1258,477,588,1005,730,547,754,911,1033
ENSG00000048342.14,118,311,1026,237,180,825,525,123,142
ENSG00000048392.10,744,1571,863,1349,941,829,1066,656,1721
ENSG00000048405.8,951,2643,1891,1880,1664,1700,1845,1441,2122
ENSG00000048462.9,14,205,39,82,158,91,106,59,49
ENSG00000048471.12,1941,1400,2057,2757,1724,2091,2661,1391,2952
ENSG00000048540.13,50,9,173,82,1,104,50,89,48
ENSG00000048544.5,1126,1281,684,1349,937,599,819,541,1261
ENSG00000048545.12,1,5,4,3,2,10,1,2,2
ENSG00000048649.12,1978,5850,3163,3554,2610,3072,2743,2575,4143
ENSG00000048707.12,2211,6652,6471,5984,4550,4404,4488,4412,5496
ENSG00000048740.16,8448,14848,11864,16401,18586,12955,12089,8913,21613
ENSG00000048828.15,9177,6094,6985,12906,10557,2965,10240,5526,6743
ENSG00000048991.15,2337,4065,2062,4494,3134,2442,2120,2268,3211
ENSG00000049089.12,1645,555,876,476,53,350,1796,824,235
ENSG00000049130.12,33,105,164,24,21,9,20,49,10
ENSG00000049167.12,309,342,417,672,474,345,327,383,575
ENSG00000049192.13,50,381,255,1235,208,19,51,123,226
ENSG00000049239.11,3067,8590,3022,5792,2750,5396,4520,4301,6356
ENSG00000049245.11,2353,1506,1983,2357,2275,1148,3125,1070,2196
ENSG00000049246.13,535,307,101,151,479,290,66,131,278
ENSG00000049247.12,0,4,2,3,1,5,0,92,2
ENSG00000049249.7,90,149,106,21,94,17,87,1,21
ENSG00000049283.16,7,40,3,7,2,1,4,8,4
ENSG00000049323.14,832,556,4752,1294,73,237,409,18347,303
ENSG00000049449.7,1566,1913,1822,1524,843,526,1191,2121,2485
ENSG00000049540.15,13,839,2,7,96,11,129,5,1030
ENSG00000049541.9,1369,708,607,1622,1047,688,764,804,1206
ENSG00000049618.20,4772,15146,6492,11725,8092,7500,6676,12668,10550
ENSG00000049656.12,3559,2622,2059,4433,3318,2624,2892,2133,2362
ENSG00000049759.15,40,2326,590,36,54,65,34,67,591
ENSG00000049768.13,102,40,153,104,97,94,78,102,82
ENSG00000049769.11,143,65,91,306,79,102,142,92,115
ENSG00000049860.12,2686,2673,3095,1641,3067,1299,3533,725,2533
ENSG00000049883.13,613,1153,682,1474,895,753,641,741,1384
ENSG00000050030.12,3,11,11,3,8,6,10,2,2
ENSG00000050130.16,1543,2154,1284,2329,999,770,1739,1167,2004
ENSG00000050165.16,1,3,11,1,5,21,4,4,8
ENSG00000050327.13,11,11,17,12,111,14,61,11,56
ENSG00000050344.8,234,1968,1324,701,358,704,999,535,1793
ENSG00000050393.10,887,1232,604,1475,1092,588,679,646,1417
ENSG00000050405.12,776,1570,614,1063,1039,647,226,885,1001
ENSG00000050426.14,3020,3147,2142,4701,2333,2806,1766,1929,4868
ENSG00000050438.15,466,609,558,353,493,247,654,292,498
ENSG00000050555.16,24,7,9,14,21,59,22,10,131
ENSG00000050628.19,5,31,232,5,15,319,26,14,3
ENSG00000050730.14,5,17,23,7,2,7,5,4,9
ENSG00000050748.16,1249,2454,1470,2249,1547,1193,1420,1526,2014
ENSG00000050767.14,207,661,53,3230,129,4687,145,51,258
ENSG00000050820.15,9,17,4,0,8,35,7,16,8
ENSG00000051009.9,3167,1687,1636,5307,1473,1897,4087,1574,1847
ENSG00000051108.13,1760,1190,2236,1805,4983,1336,3950,1758,2389
ENSG00000051128.17,5941,330,4251,2356,835,3326,3184,4561,483
ENSG00000051180.15,474,559,318,699,706,400,213,516,513
ENSG00000051341.12,785,1799,751,2918,2540,1610,353,1086,1323
ENSG00000051382.7,2234,3558,3147,3555,2335,6558,3497,2672,1997
ENSG00000051523.9,18385,1345,5607,14269,5539,9516,15174,3155,6883
ENSG00000051596.8,313,98,145,232,237,129,125,131,226
ENSG00000051620.9,3305,1614,1903,2584,1357,1277,3416,1442,2428
ENSG00000051825.13,1844,6388,3211,6299,4390,5004,2167,3635,5661
ENSG00000052126.13,515,2584,2120,1622,434,1252,941,1177,2372
ENSG00000052344.14,11,19,39,27,20,31,54,48,34
ENSG00000052723.10,1079,3200,1529,3076,1436,1209,1560,1289,2336
ENSG00000052749.12,4335,893,5422,2563,2899,3860,4667,8242,1240
ENSG00000052795.11,353,3406,1068,871,1470,507,1672,775,1273
ENSG00000052802.11,529,973,193,574,512,186,469,136,517
ENSG00000052841.13,4911,9245,7009,10304,4172,7904,5477,5556,9809
ENSG00000052850.5,10,30,50,25,40,113,35,108,27
ENSG00000053108.15,0,3,7,5,4,7,10,4,2
ENSG00000053254.14,3388,8529,2931,5484,6710,2159,4780,2664,8885
ENSG00000053328.8,3,10,14,3,8,17,7,8,20
ENSG00000053371.11,2255,487,464,2383,1159,586,948,692,1056
ENSG00000053372.4,1501,518,464,1747,935,599,601,731,828
ENSG00000053438.8,153,94,158,154,133,133,172,184,285
ENSG00000053501.11,907,299,471,853,625,808,803,761,714
ENSG00000053524.10,29,30,78,114,58,31,11,61,41
ENSG00000053702.13,320,603,559,737,246,583,599,705,747
ENSG00000053747.14,149,37,9,960,11,7,48,6,425
ENSG00000053770.10,1131,2749,1307,2713,1696,2879,1638,1172,2450
ENSG00000053900.9,1444,3435,1888,3229,1356,2582,1526,1805,2427
ENSG00000053918.14,1537,164,726,171,500,56,1555,75,566
ENSG00000054116.10,1796,863,794,1608,1005,794,1184,730,1659
ENSG00000054118.12,6766,6475,4252,8333,6131,4402,5201,3507,6796
ENSG00000054148.16,1933,267,416,1616,776,1475,636,692,934
ENSG00000054179.10,1,9,4,4,9,1,2,13,13
ENSG00000054219.10,1676,1426,1210,2284,1002,436,1162,967,2078
ENSG00000054267.19,2590,7259,3544,5813,4026,4452,3597,2894,4978
ENSG00000054277.11,622,278,364,809,408,159,492,224,377
ENSG00000054282.14,1445,2350,1820,2091,1401,2751,1831,1763,2726
ENSG00000054356.12,7,5,1,0,2,0,3,1,2
ENSG00000054392.11,164,1036,723,300,195,179,280,484,523
ENSG00000054523.15,1318,7762,1725,4446,2202,2698,1987,1493,5314
ENSG00000054598.6,1699,641,4728,9,44,67,59,48,94
ENSG00000054611.12,1925,774,1263,1709,1521,1095,2124,1189,1882
ENSG00000054654.14,321,1050,3629,608,839,558,638,367,571
ENSG00000054690.12,17,699,11,33,11,22,30,44,58
ENSG00000054793.12,8,6142,53,972,437,231,20,63,341
ENSG00000054796.11,1,0,0,2,0,1,0,0,0
ENSG00000054803.3,0,5,0,0,1,1,1,0,0
ENSG00000054938.14,4,2,8,4,16,9,2,5,2
ENSG00000054965.9,2757,2878,2952,4803,4089,7574,4562,2452,4025
ENSG00000054967.11,3604,499,2976,2583,4702,5184,5001,2151,1980
ENSG00000054983.15,831,861,1312,3513,1767,1567,1045,122,1067
ENSG00000055044.9,3915,3459,3022,5011,3959,3187,2299,3198,5581
ENSG00000055070.15,5457,2773,2731,3840,3839,2305,4394,2785,3998
ENSG00000055118.13,268,555,102,575,157,414,82,325,165
ENSG00000055130.14,2071,1746,1856,2763,2026,1976,1752,2037,3503
ENSG00000055147.16,655,1142,566,885,649,453,701,554,758
ENSG00000055163.17,6859,12281,1934,9259,5294,2475,2514,1448,9003
ENSG00000055208.16,2294,6753,3556,3711,4966,2003,3249,2884,12920
ENSG00000055211.11,747,1370,804,969,743,562,745,593,1331
ENSG00000055332.15,2101,7187,3439,5468,3642,1703,2955,2615,5913
ENSG00000055483.18,2968,3790,2843,4503,5166,3157,2422,3129,3974
ENSG00000055609.16,3338,14178,15860,13083,11205,10989,11484,10792,9727
ENSG00000055732.11,3,8,43,5,7,7,8,4,3
ENSG00000055813.5,1,1,80,0,0,0,2,33,0
ENSG00000055917.14,4313,11203,6423,9806,6472,6771,5531,6147,8831
ENSG00000055950.15,1252,426,466,1326,791,636,786,643,1107
ENSG00000055955.14,105,80,146,133,162,245,148,218,135
ENSG00000055957.9,5,3,27,4,3,10,50,7,12
ENSG00000056050.6,319,728,233,553,365,140,251,223,489
ENSG00000056097.14,3354,5434,4711,6539,6053,4584,5498,3425,6694
ENSG00000056277.14,273,1249,464,777,609,839,341,463,780
ENSG00000056291.16,0,5,1,0,0,0,0,0,0
ENSG00000056487.14,1,241,3,0,2,3,0,0,2
ENSG00000056558.9,793,795,1102,749,521,361,827,638,461
ENSG00000056586.14,1835,6982,2859,5658,4265,2928,3613,2850,6754
ENSG00000056736.8,116,320,73,167,110,90,120,114,87
ENSG00000056972.17,1351,1738,883,1943,895,1171,720,913,1863
ENSG00000056998.17,5,311,276,17,4,69,2,102,105
ENSG00000057019.14,39,90,1166,195,203,451,179,1068,895
ENSG00000057149.13,0,0,1,0,0,0,0,0,0
ENSG00000057252.11,2909,2708,3174,2768,2114,2621,3238,817,1856
ENSG00000057294.12,15,18,42,1,6,100,7,3,24
ENSG00000057468.6,6,29,55,19,7,49,13,28,14
ENSG00000057593.12,1,3,5,1,0,8,0,3,23
ENSG00000057608.15,10061,9232,6618,11667,9472,6872,8129,4641,14579
ENSG00000057657.13,205,756,598,329,1178,230,164,138,334
ENSG00000057663.11,840,1138,813,1136,867,764,955,910,1175
ENSG00000057704.9,48,38,46,69,75,18,287,25,49
ENSG00000057757.8,1079,1011,614,1508,898,702,842,860,1331
ENSG00000057935.12,483,1223,802,665,613,555,319,484,1066
ENSG00000058056.7,698,2710,512,1359,963,628,179,433,1149
ENSG00000058063.14,1943,3283,3870,5735,3517,4205,3439,3579,6505
ENSG00000058085.13,1,7,0,0,2,2,1,3,2
ENSG00000058091.15,344,90,428,785,90,1096,256,899,352
ENSG00000058262.8,10656,5769,5254,9291,8180,6579,6812,4752,7938
ENSG00000058272.14,5039,7721,6219,6375,5981,6129,5482,4588,6983
ENSG00000058335.14,28,11,24,9,17,20,42,37,52
ENSG00000058404.18,6,11,18,45,11,31,11,18,4
ENSG00000058453.15,739,706,544,1211,1023,583,872,1300,1308
ENSG00000058600.14,2130,1753,1929,2959,1993,2103,1507,2440,2267
ENSG00000058668.13,6552,26738,8206,13072,10507,16068,8629,6610,10773
ENSG00000058673.14,4777,10042,5679,10931,5075,7342,5999,6209,11597
ENSG00000058729.9,732,908,437,1055,831,469,612,458,795
ENSG00000058799.12,841,518,588,807,554,445,900,407,911
ENSG00000058804.11,1467,2446,943,3089,2072,1133,981,1244,1809
ENSG00000058866.13,1970,2023,2260,3185,1340,6562,2449,4191,1819
ENSG00000059122.15,2473,2049,1776,4355,1892,1807,3073,3440,3507
